name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2,activity_zone_id
,3266,679176731.0,,residential,,,"POLYGON ((-112.0950705 33.4623382, -112.0949627 33.4623388, -112.0949627 33.4623457, -112.0949474 33.4623458, -112.0949477 33.462381, -112.094963 33.4623809, -112.0949631 33.4623882, -112.0949468 33.4623883, -112.0949471 33.4624244, -112.0949634 33.4624243, -112.0949634 33.4624316, -112.0949472 33.4624317, -112.0949474 33.4624666, -112.0949637 33.4624665, -112.0949637 33.4624707, -112.0949652 33.4624707, -112.0949659 33.4625538, -112.0950692 33.4625532, -112.0950685 33.4624696, -112.0950715 33.4624696, -112.0950705 33.4623382))",POINT (-112.0950129 33.4624423),251.1,2702.6,7
,3267,679176732.0,,residential,,,"POLYGON ((-112.0915714 33.4639152, -112.0915718 33.4639992, -112.0916376 33.463999, -112.0916377 33.4640173, -112.0917114 33.464017, -112.0917113 33.4639993, -112.0917173 33.4639993, -112.0917169 33.4639148, -112.0915714 33.4639152))",POINT (-112.0916473 33.4639621),140.0,1507.2,2
,3268,679176733.0,,residential,,,"POLYGON ((-112.0786062 33.4652417, -112.0785703 33.4652417, -112.0785703 33.465153, -112.0786424 33.465153, -112.0786424 33.4652142, -112.0786571 33.4652266, -112.0786224 33.4652553, -112.0786062 33.4652417))",POINT (-112.0786079 33.4651997),69.8,750.8,3
,3269,679176734.0,,residential,,,"POLYGON ((-112.0788114 33.4646029, -112.078913 33.4646029, -112.078913 33.4645822, -112.0789428 33.4645822, -112.0789428 33.4645422, -112.0789592 33.4645422, -112.0789592 33.4644585, -112.0788982 33.4644585, -112.0788982 33.4644446, -112.0788587 33.4644446, -112.0788587 33.4644269, -112.0788395 33.4644269, -112.0788395 33.4643998, -112.078754 33.4643998, -112.078754 33.4644879, -112.0787782 33.4644879, -112.0787782 33.4645704, -112.0788114 33.4645704, -112.0788114 33.4646029))",POINT (-112.0788529 33.4645047),312.6,3364.8,3
,3270,679176735.0,,residential,,,"POLYGON ((-112.0889438 33.4631317, -112.0890179 33.4631317, -112.0890179 33.4630833, -112.0889438 33.4630833, -112.0889438 33.4631317))",POINT (-112.0889808 33.4631075),37.3,401.1,7
,3271,679176736.0,,yes,,,"POLYGON ((-112.0880905 33.4655035, -112.0879832 33.4655035, -112.0879832 33.4656757, -112.0880905 33.4656757, -112.0880905 33.4655035))",POINT (-112.0880369 33.4655896),191.0,2055.9,2
,3272,679176737.0,,yes,,,"POLYGON ((-112.0989078 33.4639193, -112.0989615 33.4639193, -112.0989615 33.4638365, -112.0989078 33.4638365, -112.0989078 33.4639193))",POINT (-112.0989346 33.4638779),46.0,495.1,1
,3273,679176738.0,,residential,,,"POLYGON ((-112.0847487 33.4619094, -112.0845797 33.4619106, -112.0845819 33.4621232, -112.0847509 33.462122, -112.0847487 33.4619094))",POINT (-112.0846653 33.4620163),369.8,3980.1,7
,3274,679176739.0,,residential,,,"POLYGON ((-112.0829847 33.4646123, -112.0830828 33.4646113, -112.0830826 33.4645985, -112.0831239 33.464598, -112.0831219 33.4644581, -112.0830606 33.4644587, -112.083061 33.4644858, -112.0830361 33.464486, -112.0830359 33.4644686, -112.0829826 33.4644691, -112.0829833 33.4645159, -112.0829888 33.4645158, -112.0829898 33.4645838, -112.0829843 33.4645839, -112.0829847 33.4646123))",POINT (-112.0830546 33.4645371),199.0,2142.2,2
,3275,679176740.0,,roof,,,"POLYGON ((-112.0894991 33.4650473, -112.0894662 33.4650475, -112.0894656 33.4649898, -112.0894986 33.4649896, -112.0894991 33.4650473))",POINT (-112.0894824 33.4650185),19.5,210.1,2
,3276,679176741.0,,residential,,,"POLYGON ((-112.0916096 33.4652447, -112.091566 33.4652447, -112.091566 33.4651505, -112.0916096 33.4651505, -112.0916096 33.4652447))",POINT (-112.0915878 33.4651976),43.1,463.4,2
,3277,679176742.0,,residential,,,"POLYGON ((-112.0790098 33.4634203, -112.0790098 33.4635725, -112.0791386 33.4635725, -112.0791386 33.4634203, -112.0790098 33.4634203))",POINT (-112.0790742 33.4634964),202.8,2182.9,3
,3278,679176743.0,,residential,,,"POLYGON ((-112.0926851 33.4629079, -112.0926338 33.4629079, -112.0926338 33.4629009, -112.0925671 33.4629009, -112.0925671 33.4630103, -112.092617 33.4630103, -112.092617 33.4630354, -112.0926851 33.4630354, -112.0926851 33.4629079))",POINT (-112.0926283 33.462965),148.3,1596.1,7
,3279,679176744.0,,residential,,,"POLYGON ((-112.0901236 33.4649605, -112.0901236 33.465043, -112.0901267 33.465043, -112.0901267 33.465131, -112.0902146 33.465131, -112.0902146 33.465096, -112.0902159 33.465096, -112.0902159 33.4650423, -112.0902193 33.4650423, -112.0902193 33.4649423, -112.0901651 33.4649423, -112.0901651 33.4649395, -112.0901263 33.4649395, -112.0901263 33.4649605, -112.0901236 33.4649605))",POINT (-112.0901712 33.4650344),181.0,1948.8,2
,3280,679176745.0,,residential,,,"POLYGON ((-112.0761439 33.4630623, -112.0762109 33.4630623, -112.0762109 33.4630064, -112.0761439 33.4630064, -112.0761439 33.4630623))",POINT (-112.0761774 33.4630344),38.4,413.8,8
,3281,679176746.0,,residential,,,"POLYGON ((-112.0943019 33.4642172, -112.0944437 33.4642178, -112.0944441 33.4641454, -112.0943971 33.4641452, -112.094397 33.4641661, -112.0943022 33.4641658, -112.0943019 33.4642172))",POINT (-112.0943786 33.4641875),85.4,918.8,2
,3282,679176747.0,,residential,,,"POLYGON ((-112.0878437 33.4644048, -112.0878437 33.464293, -112.087774 33.464293, -112.087774 33.4644048, -112.0878437 33.4644048))",POINT (-112.0878088 33.4643489),80.6,867.6,2
,3283,679176748.0,,residential,,,"POLYGON ((-112.081342 33.4642974, -112.0812669 33.4642974, -112.0812669 33.4643713, -112.081342 33.4643713, -112.081342 33.4642974))",POINT (-112.0813045 33.4643344),57.4,617.8,2
,3284,679176749.0,,residential,,,"POLYGON ((-112.0928937 33.4645704, -112.092944 33.4645705, -112.0929439 33.4645827, -112.0929937 33.4645828, -112.0929939 33.4644675, -112.0929835 33.4644675, -112.0929835 33.4644373, -112.0928959 33.4644372, -112.092896 33.464399, -112.0928993 33.464399, -112.0928994 33.4643495, -112.0928536 33.4643495, -112.0928534 33.4644493, -112.0928933 33.4644494, -112.0928933 33.4644813, -112.0928501 33.4644812, -112.09285 33.464545, -112.0928938 33.464545, -112.0928937 33.4645704))",POINT (-112.0929198 33.4644857),212.7,2289.2,2
,3285,679176750.0,,residential,,,"POLYGON ((-112.0886403 33.4629104, -112.0886403 33.4630466, -112.0887037 33.4630466, -112.0887037 33.4630721, -112.0887449 33.4630721, -112.0887449 33.4629104, -112.0886403 33.4629104))",POINT (-112.0886948 33.4629841),157.5,1695.2,7
,3286,679176751.0,,residential,,,"POLYGON ((-112.0949636 33.4635702, -112.0950599 33.4635702, -112.0950599 33.4635238, -112.0950672 33.4635238, -112.0950672 33.4635137, -112.0950599 33.4635137, -112.0950599 33.463488, -112.0950763 33.463488, -112.0950763 33.4634281, -112.0950354 33.4634281, -112.0950354 33.4634432, -112.0949851 33.4634432, -112.0949851 33.4634606, -112.0949636 33.4634606, -112.0949636 33.4635702))",POINT (-112.0950183 33.4635027),137.0,1474.5,2
,3287,679176752.0,,residential,,,"POLYGON ((-112.0867226 33.4640681, -112.0868771 33.4640681, -112.0868771 33.4640152, -112.0868517 33.4640152, -112.0868517 33.4639447, -112.0868101 33.4639447, -112.0868101 33.4639369, -112.0867943 33.4639369, -112.0867943 33.4639282, -112.0867226 33.4639282, -112.0867226 33.4640681))",POINT (-112.086791 33.4640041),191.2,2058.1,2
,3288,679176753.0,,residential,,,"POLYGON ((-112.0763746 33.4643355, -112.0763746 33.4645296, -112.0764722 33.4645296, -112.0764722 33.4645525, -112.0765171 33.4645525, -112.0765171 33.464416, -112.0764631 33.464416, -112.0764631 33.4643355, -112.0763746 33.4643355))",POINT (-112.07644 33.4644473),250.4,2695.0,3
,3289,679176754.0,,residential,,,"POLYGON ((-112.0923572 33.4634522, -112.0922992 33.4634522, -112.0922992 33.4634718, -112.0922486 33.4634718, -112.0922486 33.4634866, -112.0922399 33.4634866, -112.0922399 33.4635025, -112.0922459 33.4635025, -112.0922459 33.4635255, -112.0922399 33.4635255, -112.0922399 33.4635487, -112.0922476 33.4635487, -112.0922476 33.4635702, -112.0923572 33.4635702, -112.0923572 33.4634522))",POINT (-112.0923032 33.4635155),125.9,1355.0,2
,3290,679176755.0,,residential,,,"POLYGON ((-112.0926921 33.4642273, -112.0927653 33.4642278, -112.0927658 33.4641737, -112.0926928 33.4641733, -112.0926921 33.4642273))",POINT (-112.092729 33.4642005),40.5,436.0,2
,3291,679176756.0,,residential,,,"POLYGON ((-112.0887959 33.4625633, -112.0889086 33.4625633, -112.0889086 33.4624246, -112.0887959 33.4624246, -112.0887959 33.4625633))",POINT (-112.0888522 33.4624939),160.2,1723.9,7
,3292,679176757.0,,residential,,,"POLYGON ((-112.0806165 33.4651578, -112.0805253 33.4651578, -112.0805253 33.4652652, -112.0806165 33.4652652, -112.0806165 33.4651578))",POINT (-112.0805709 33.4652115),101.2,1088.8,3
,3293,679176758.0,,residential,,,"POLYGON ((-112.0907365 33.4644217, -112.0907365 33.4645962, -112.0908331 33.4645962, -112.0908331 33.4644217, -112.0907365 33.4644217))",POINT (-112.0907848 33.464509),172.7,1858.5,2
,3294,679176759.0,,residential,,,"POLYGON ((-112.0904294 33.4625655, -112.0905367 33.4625655, -112.0905367 33.4624425, -112.0904294 33.4624425, -112.0904294 33.4625655))",POINT (-112.0904831 33.462504),134.6,1449.3,7
,3295,679176760.0,,residential,,,"POLYGON ((-112.089682 33.464943, -112.089682 33.4649746, -112.0896488 33.4649746, -112.0896488 33.4649942, -112.0896169 33.4649942, -112.0896169 33.4650969, -112.0897296 33.4650969, -112.0897296 33.464943, -112.089682 33.464943))",POINT (-112.0896783 33.46503),151.6,1631.8,2
,3296,679176761.0,,residential,,,"POLYGON ((-112.0778431 33.4633308, -112.0776687 33.4633308, -112.0776687 33.4634203, -112.0776989 33.4634203, -112.0776989 33.4634874, -112.0778028 33.4634874, -112.0778028 33.463436, -112.0778431 33.463436, -112.0778431 33.4633308))",POINT (-112.0777562 33.4634005),237.9,2560.5,3
,3297,679176762.0,,residential,,,"POLYGON ((-112.087439 33.4634874, -112.087323 33.4634874, -112.087323 33.4635837, -112.087439 33.4635837, -112.087439 33.4634874))",POINT (-112.087381 33.4635356),115.6,1243.9,2
,3298,679176763.0,,residential,,,"POLYGON ((-112.0799017 33.4641834, -112.0799017 33.4642371, -112.0800627 33.4642371, -112.0800627 33.4641834, -112.0799017 33.4641834))",POINT (-112.0799822 33.4642103),89.4,962.3,3
,3299,679176764.0,,residential,,,"POLYGON ((-112.0889347 33.4631387, -112.0888643 33.4631387, -112.0888643 33.4631426, -112.0888355 33.4631426, -112.0888355 33.4631823, -112.0888442 33.4631823, -112.0888442 33.4632122, -112.0889347 33.4632122, -112.0889347 33.4631387))",POINT (-112.0888874 33.4631752),71.6,770.8,7
,3300,679176765.0,,yes,,,"POLYGON ((-112.0848103 33.4653661, -112.0848103 33.4653173, -112.0846375 33.4653174, -112.0846376 33.4653662, -112.0848103 33.4653661))",POINT (-112.0847239 33.4653417),87.7,944.5,2
,3301,679176766.0,,residential,,,"POLYGON ((-112.0906171 33.462532, -112.0907056 33.462532, -112.0907056 33.4623955, -112.0906171 33.4623955, -112.0906171 33.462532))",POINT (-112.0906614 33.4624637),123.8,1332.8,7
,3302,679176767.0,,residential,,,"POLYGON ((-112.0795168 33.465103, -112.0795473 33.465103, -112.0795473 33.4651164, -112.0795842 33.4651164, -112.0795842 33.465103, -112.0796455 33.465103, -112.0796455 33.4649514, -112.0795168 33.4649514, -112.0795168 33.465103))",POINT (-112.0795808 33.4650292),205.3,2209.9,3
,3303,679176768.0,,residential,,,"POLYGON ((-112.0896368 33.4640424, -112.0897306 33.4640424, -112.0897306 33.463935, -112.0896073 33.463935, -112.0896073 33.4639954, -112.0896368 33.4639954, -112.0896368 33.4640424))",POINT (-112.0896744 33.4639852),122.0,1313.3,2
,3304,679176769.0,,residential,,,"POLYGON ((-112.0756521 33.4637929, -112.0756521 33.4638838, -112.0756578 33.4638838, -112.0756578 33.4638924, -112.0756722 33.4638924, -112.0756722 33.4639171, -112.0757778 33.4639171, -112.0757778 33.4639134, -112.075813 33.4639134, -112.075813 33.4638192, -112.0757791 33.4638192, -112.0757791 33.4638141, -112.0757439 33.4638141, -112.0757439 33.4637929, -112.0756521 33.4637929))",POINT (-112.0757299 33.4638577),181.9,1958.0,3
,3305,679630663.0,,commercial,,,"POLYGON ((-112.0757724 33.4676012, -112.0756416 33.4676008, -112.075643 33.4672169, -112.0757739 33.4672172, -112.0757724 33.4676012))",POINT (-112.0757077 33.467409),517.6,5571.3,3
,3306,679630664.0,,commercial,,,"POLYGON ((-112.0755963 33.4676062, -112.0753046 33.4676054, -112.075305 33.467514, -112.0755966 33.4675148, -112.0755963 33.4676062))",POINT (-112.0754506 33.4675601),276.4,2975.4,3
,3307,679630665.0,,commercial,,,"POLYGON ((-112.0755969 33.4674868, -112.0753052 33.467486, -112.0753057 33.4673618, -112.0755973 33.4673625, -112.0755969 33.4674868))",POINT (-112.0754513 33.4674243),372.6,4011.0,3
,3308,679630666.0,,commercial,,,"POLYGON ((-112.0755961 33.4673321, -112.0753044 33.4673313, -112.0753049 33.4671956, -112.0755966 33.4671964, -112.0755961 33.4673321))",POINT (-112.0754505 33.4672638),409.2,4404.7,3
,3309,679630670.0,,parking,,,"POLYGON ((-112.0745992 33.4669718, -112.0745993 33.4668893, -112.0745996 33.4666326, -112.0756047 33.4666333, -112.0756043 33.4669725, -112.0745992 33.4669718))",POINT (-112.075102 33.4668025),3512.3,37806.1,3
Rise,3310,680753269.0,,yes,,,"POLYGON ((-112.0397638 33.4661427, -112.0395196 33.46614, -112.0395196 33.4659608, -112.0397651 33.4659638, -112.0397638 33.4661427))",POINT (-112.039642 33.4660517),450.5,4848.8,5
Ethio Africa,3311,680757266.0,,restaurant,,,"POLYGON ((-112.043839 33.4661212, -112.0438382 33.4659105, -112.0437758 33.4659086, -112.0437774 33.4661206, -112.043839 33.4661212))",POINT (-112.0438076 33.466015),134.5,1448.2,5
Palabras Bookstore,3312,680758766.0,,yes,,,"POLYGON ((-112.0439014 33.4661234, -112.0438953 33.4659108, -112.0439483 33.4659103, -112.043949 33.4659378, -112.0439537 33.4661229, -112.0439014 33.4661234))",POINT (-112.0439247 33.4660166),116.1,1249.6,5
Galeana 39,3313,680758767.0,,yes,,,"POLYGON ((-112.0440013 33.4659371, -112.0440033 33.4660216, -112.0440428 33.4660211, -112.0440433 33.4659388, -112.0440013 33.4659371))",POINT (-112.0440226 33.4659792),35.1,378.3,5
Mucho Mas Art Gallery,3314,680758768.0,,yes,,,"POLYGON ((-112.0440033 33.4660216, -112.0440053 33.4661223, -112.0440422 33.4661223, -112.0440428 33.4660211, -112.0440033 33.4660216))",POINT (-112.0440234 33.4660713),39.6,426.1,5
,3315,680758769.0,,cafe,,,"POLYGON ((-112.0440053 33.4661223, -112.0439537 33.4661229, -112.043949 33.4659378, -112.0440013 33.4659371, -112.0440053 33.4661223))",POINT (-112.0439773 33.4660298),98.4,1059.6,5
Washington School,3316,681197874.0,,school,,,"POLYGON ((-112.0620844 33.4498281, -112.0611769 33.4498221, -112.0611222 33.4498347, -112.0611139 33.4492444, -112.0608273 33.4492444, -112.0608366 33.4489411, -112.0608391 33.4488433, -112.0609956 33.4488416, -112.0609814 33.448338, -112.0611152 33.4483382, -112.0611448 33.4483382, -112.0613202 33.4483385, -112.0618355 33.4483393, -112.0619876 33.4483392, -112.062098 33.4483394, -112.0620972 33.4484374, -112.0620966 33.4485828, -112.0620956 33.4488091, -112.0620844 33.4498281))",POINT (-112.0615388 33.4490578),16773.5,180548.8,19
Augustus H. Shaw Junior High School,3317,681197876.0,,school,,,"POLYGON ((-112.0542349 33.4504125, -112.0528119 33.4504221, -112.0528117 33.4494408, -112.0527426 33.4494375, -112.0527182 33.4483354, -112.0542419 33.4483261, -112.0542401 33.4484353, -112.0542401 33.4485468, -112.05424 33.4487767, -112.05424 33.4488839, -112.0542371 33.4490095, -112.0542337 33.4491528, -112.0542323 33.4494249, -112.0542368 33.4498514, -112.0542366 33.4499172, -112.0542349 33.4504125))",POINT (-112.053502 33.4493581),31569.7,339813.6,19
,3318,685014989.0,,fire_station,,,"POLYGON ((-112.0598306 33.45285, -112.0590816 33.452851, -112.0590591 33.4528435, -112.0590431 33.4528218, -112.0590241 33.4521333, -112.0596665 33.452135, -112.0596662 33.45241, -112.0598241 33.4524114, -112.0598306 33.45285))",POINT (-112.0594038 33.4525094),5396.7,58089.9,19
,3319,685018137.0,,commercial,,,"POLYGON ((-112.0928201 33.4511702, -112.0928163 33.4508994, -112.0925085 33.4509024, -112.0925123 33.4511732, -112.0928201 33.4511702))",POINT (-112.0926643 33.4510363),858.1,9236.4,17
,3320,685058661.0,,retail,,,"POLYGON ((-112.0914953 33.4590364, -112.0915763 33.4591067, -112.0915739 33.4592135, -112.0914867 33.4592127, -112.0914875 33.4591506, -112.0914953 33.4590364))",POINT (-112.0915289 33.4591412),126.8,1364.9,7
,3321,685058662.0,,retail,,,"POLYGON ((-112.0917034 33.4592115, -112.0917001 33.4593525, -112.0915707 33.4593504, -112.0915739 33.4592135, -112.0915763 33.4591067, -112.0917034 33.4592115))",POINT (-112.0916319 33.4592529),255.6,2751.0,7
,3322,685058663.0,,roof,,,"POLYGON ((-112.0921084 33.4584974, -112.0920522 33.4584982, -112.0920516 33.4584675, -112.0920579 33.4584674, -112.092056 33.458367, -112.0920498 33.4583671, -112.0920488 33.4583112, -112.092105 33.4583104, -112.0921084 33.4584974))",POINT (-112.0920802 33.4584035),101.6,1093.7,12
,3323,685058664.0,,roof,,,"POLYGON ((-112.0922573 33.4584924, -112.0921978 33.4584932, -112.0921929 33.4582278, -112.0922524 33.458227, -112.0922573 33.4584924))",POINT (-112.0922251 33.4583601),162.0,1743.8,12
,3324,685058665.0,,roof,,,"POLYGON ((-112.0914945 33.4583114, -112.0914053 33.4583126, -112.0914047 33.4582798, -112.0914939 33.4582787, -112.0914945 33.4583114))",POINT (-112.0914496 33.4582956),29.9,321.6,12
,3325,685058666.0,,roof,,,"POLYGON ((-112.0915022 33.4583293, -112.0915013 33.4582784, -112.0918698 33.4582736, -112.0918707 33.4583246, -112.0915022 33.4583293))",POINT (-112.0916861 33.4583015),195.6,2105.0,12
,3326,685058667.0,,commercial,,,"POLYGON ((-112.0917638 33.4572947, -112.0916545 33.4572955, -112.0916531 33.4571699, -112.0917623 33.457169, -112.0917638 33.4572947))",POINT (-112.0917084 33.4572323),142.1,1529.7,12
,3327,685058668.0,,commercial,,,"POLYGON ((-112.0915727 33.4572079, -112.0915732 33.4572522, -112.0916175 33.4572518, -112.091618 33.457296, -112.0914315 33.4572974, -112.0914305 33.4572091, -112.0915727 33.4572079))",POINT (-112.0915147 33.4572556),149.0,1603.9,12
,3328,685058669.0,,residential,,,"POLYGON ((-112.0914942 33.4545052, -112.091462 33.4545052, -112.091462 33.4545039, -112.0914077 33.4545039, -112.0914077 33.4545, -112.0913903 33.4545, -112.0913903 33.4544338, -112.0914111 33.4544338, -112.0914111 33.4544287, -112.0914662 33.4544287, -112.0914662 33.4544338, -112.0914942 33.4544338, -112.0914942 33.4545052))",POINT (-112.0914427 33.4544673),78.3,842.6,12
,3329,685058670.0,,residential,,,"POLYGON ((-112.0915069 33.454383, -112.091405 33.454383, -112.091405 33.4542465, -112.0915069 33.4542465, -112.0915069 33.454383))",POINT (-112.0914559 33.4543148),142.9,1537.9,12
,3330,685058671.0,,commercial,,,"POLYGON ((-112.0914043 33.4537159, -112.0914808 33.453716, -112.0914802 33.4539631, -112.0915324 33.4539632, -112.0915323 33.4540109, -112.0914037 33.4540107, -112.0914043 33.4537159))",POINT (-112.0914486 33.4538756),257.6,2772.9,12
,3331,685058672.0,,residential,,,"POLYGON ((-112.0909363 33.452207, -112.0909209 33.4522071, -112.090912 33.4522184, -112.0908929 33.4522186, -112.0908823 33.4522075, -112.0908314 33.4522081, -112.0908306 33.4521602, -112.0908106 33.4521604, -112.09081 33.4521267, -112.0909351 33.4521254, -112.0909363 33.452207))",POINT (-112.0908794 33.4521666),98.0,1054.6,17
,3332,685058673.0,,residential,,,"POLYGON ((-112.0908233 33.4522573, -112.090935 33.4522568, -112.0909353 33.4523007, -112.0909466 33.4523006, -112.0909468 33.4523213, -112.0909354 33.4523214, -112.0909357 33.4523496, -112.090824 33.4523502, -112.0908233 33.4522573))",POINT (-112.0908808 33.4523036),109.7,1180.8,17
